Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Shown on Collection Page (product.metafields.custom.shown_on_collection_page),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color Family (product.metafields.product.color_family),Style Family (product.metafields.product.style_name),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,generated_tags
red-cap-cards-super-star-sticker,Red Cap Cards - Super Star sticker,"
 * Illustrated by Dylan Mierzwinski 
 * Approximately 4 in x 2.9815 in 
 * Glossy Pixie Dust Sticker Material ",Red Cap Cards,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,RCC-S-STARS,0.0,shopify,deny,manual,4.0,,True,True,,,,,'76072939,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/e8777353e2ef2a13e65642675f282b9277b5d7c74aca4cdc0b5e40f36cbb8294.jpg?v=1763139284,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:glossy-pixie-dust, attr:cap-cards, attr:red-cap, attr:cards, attr:approximately, ai-flag:schema-complete"
red-cap-cards-just-girls-sticker,Red Cap Cards - Just Girls sticker,"
 * Illustrated by Dylan Mierzwinski 
 * Approximately 3 in x 2.0952 in 
 * White Matte Vinyl Sticker Material ",Red Cap Cards,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,RCC-GIRLS,0.0,shopify,deny,manual,4.0,,True,True,,,,,'76040171,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/cca696a496c89b4ee32aa3b600867763cf071ed2829ab8d2ef96d840918a3c85.jpg?v=1763139281,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:white-matte-vinyl, attr:cap-cards, attr:red-cap, attr:cards, attr:approximately, ai-flag:schema-complete"
red-cap-cards-introvert-sticker,Red Cap Cards - Introvert sticker,"
 * Illustrated by Kevin Story Mintern 
 * Approximately 2.8499 in x 2.5066 in 
 * Glossy Prismatic Sticker Material ",Red Cap Cards,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,RCC-INTRO,0.0,shopify,deny,manual,4.0,,True,True,,,,,'76007403,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/6765219b6c08c7b779e74687b6e66037f7fc995aebceeb9f97a610539741e71a.jpg?v=1763139277,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:kevin-story-mintern, attr:cap-cards, attr:red-cap, attr:cards, attr:approximately, ai-flag:schema-complete"
red-cap-cards-slay-sticker,Red Cap Cards - Slay sticker,"
 * Illustration by Anke Weckmann 
 * Approximately 2.2534 in x 3.2923 in 
 * White Matte Vinyl Sticker Material ",Red Cap Cards,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,RCC-S-SLAY,0.0,shopify,deny,manual,4.0,,True,True,,,,,'75941867,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/1170c00ab2ed0ce4e3a438a4cdcdc04bf63791813917f6318da4d6c49c455a0e.jpg?v=1763139273,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:white-matte-vinyl, attr:cap-cards, attr:red-cap, attr:cards, attr:approximately, ai-flag:schema-complete"
red-cap-cards-weirdo-sticker,Red Cap Cards - Weirdo sticker,"
 * Illustrated by Krista Perry 
 * Approximately 3.75 in x 3 in 
 * Glossy Glitter Sticker Material ",Red Cap Cards,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,RCC-WEIRDO,0.0,shopify,deny,manual,4.0,,True,True,,,,,'75909099,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/c124735567e95a0928b92ae49b4ba4a5d593b45bed7b232769c002a88192e783.jpg?v=1763139270,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:cap-cards, attr:red-cap, attr:cards, attr:approximately, attr:card, ai-flag:schema-complete"
red-cap-cards-face-full-of-flowers-thank-you-greeting-card,Red Cap Cards - Face Full of Flowers thank you greeting card,"Blank inside. 100lb heavyweight card stock. Die cut, offset printed and foil stamped. 5 x 7 inches. Illustrated by Carolyn Gavin. Printed by Red Cap Cards in Los Angeles, California, USA, on recycled paper.
Available as both single cards and pre-packaged boxed cards.
- Each single card comes with an envelope and a cellophane sleeve.
- Boxed sets are 8 cards with envelopes and are to be sold as packaged, NOT TO BE re-sold as individual cards.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-BTY,19.277675725,shopify,continue,manual,6.0,,True,True,,,,,'75810795,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/1530257290.jpg?v=1763139266,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,3.0,active,"type:tincture, type:weights, material:recycled, pattern:floral, pattern:printed, use:self-care, use:stress-relief, use:sport, intent:treat-yourself, need:sustainable, price-tier:budget-0-30, attr:card-blank-inside, attr:greeting-card-blank, attr:face-full, attr:blank-inside, attr:cards, attr:red-cap-cards, ai-flag:schema-complete"
red-cap-cards-scalloped-poppy-thank-you-greeting-card,Red Cap Cards - Scalloped Poppy thank you greeting card,"Blank inside. 100lb heavyweight card stock. Die cut, offset printed and foil stamped. 4.25 x 5.5 inches. Illustrated by the House that Lars Built. Printed by Red Cap Cards in Los Angeles, California, USA, on recycled paper.
Available as both single cards and pre-packaged boxed cards.
- Each single card comes with an envelope and a cellophane sleeve.
- Boxed sets are 8 cards with envelopes and are to be sold as packaged, NOT TO BE re-sold as individual cards.",Red Cap Cards,Uncategorized,,Stationery,False,Title,Default Title,,,,,,,,RCC-IAY,13.89126633125,shopify,deny,manual,6.0,,True,True,,,,,'75778027,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/eccdf55000df8990d932eabaf513bc04bbffb124ba6cc80f04a24400261bb10a.jpg?v=1763139262,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.75,active,"type:tincture, type:weights, material:recycled, pattern:printed, use:self-care, use:stress-relief, use:sport, intent:treat-yourself, need:sustainable, price-tier:budget-0-30, attr:card-blank-inside, attr:greeting-card-blank, attr:scalloped-poppy, attr:blank-inside, attr:cards, attr:red-cap-cards, ai-flag:schema-complete"
teleties-spiral-hair-coils-mix-pack-you-crack-me-up-hair-ties,TELETIES - Spiral Hair Coils | Mix Pack | You Crack Me Up Hair Ties,"Hold your hair in place with ease and style! You Crack Me Up Mix Pack Hair Ties in Red, Green, and Pink offer a strong grip without damage, doubling as a stylish bracelet when not in use. Your new favorite hair essentials all year round.

Strong grip, no rip design for all-day hold
Works on all hair types
Durable and water-resistant for all occasions
Gentle on hair—prevents breakage, headaches, and creases

This five pack includes 3 smalls and 2 larges.",TELETIES,,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-YCMU-MX,28.06602789375,shopify,deny,manual,14.99,,True,True,,,,,'810157407627,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/2bad61009abab26f3ba0bd41c4959c50d79b9fe90a57f8220ee5815258957de7.png?v=1763138476,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,7.25,active,"type:bracelet, type:tincture, use:work, use:entertaining, intent:organize-essentials, intent:sustainable-choice, need:durable, need:waterproof, need:hypoallergenic, price-tier:budget-0-30, attr:ease-and-style, attr:place-with-ease, attr:mix-pack, attr:mix-pack-hair, attr:pack-hair-ties, attr:hair, ai-flag:schema-complete"
teleties-spiral-hair-coils-large-merry-pinkmas-hair-ties,TELETIES - Spiral Hair Coils | Large | Merry Pinkmas Hair Ties,"Merry Pinkmas Large Hair Ties in Pink and Green offer a strong grip without damage, doubling as a chic wrist accessory when not in use. Your new favorite hair essentials all year round.

Strong grip, no rip design for all-day hold
Doubles as a stylish bracelet
Durable and waterproof for all occasions
Gentle on hair—prevents breakage, headaches, and creases

Sold in packs of three.",TELETIES,,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-MERR-L,29.48350405,shopify,deny,manual,9.99,,True,True,,,,,'810157407573,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/647cf1a407f077f247b2bc434218e08facdc5e8e47c3c6d7faf8de6ec4fff469.png?v=1763138473,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,4.55,active,"type:bracelet, type:tincture, use:entertaining, intent:organize-essentials, intent:sustainable-choice, need:durable, need:waterproof, need:hypoallergenic, price-tier:budget-0-30, attr:ties-merry-pinkmas, attr:merry-pinkmas-large, attr:chic-wrist-accessory, attr:merry-pinkmas-hair, attr:pinkmas-hair-ties, attr:hair-ties-merry, ai-flag:schema-complete"
teleties-spiral-hair-coils-small-merry-pinkmas-hair-ties,TELETIES - Spiral Hair Coils | Small | Merry Pinkmas Hair Ties,"Merry Pinkmas Small Hair Ties in Pink and Green offer a strong grip without damage, doubling as a chic wrist accessory when not in use. Your new favorite hair essentials all year round.

Strong grip, no rip design for all-day hold
Doubles as a stylish bracelet
Durable and waterproof for all occasions
Gentle on hair—prevents breakage, headaches, and creases

Sold in packs of three.",TELETIES,,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-MERR-S,8.5048569375,shopify,deny,manual,7.99,,True,True,,,,,'810157407603,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/b15066cd287f6f73caf830cefe4f2bc888f025ac0e97c3120d9584538aa6a763.png?v=1763138468,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,3.55,active,"type:bracelet, type:tincture, use:entertaining, intent:organize-essentials, intent:sustainable-choice, need:durable, need:waterproof, need:hypoallergenic, price-tier:budget-0-30, attr:ties-merry-pinkmas, attr:merry-pinkmas-small, attr:chic-wrist-accessory, attr:merry-pinkmas-hair, attr:pinkmas-hair-ties, attr:hair-ties-merry, ai-flag:schema-complete"
teleties-spiral-hair-coils-small-naughty-or-nice-hair-ties,TELETIES - Spiral Hair Coils | Small | Naughty or Nice Hair Ties,"Naughty or Nice Small Hair Ties in Red and Green offer a strong grip without damage, doubling as a chic wrist accessory when not in use. Your new favorite hair essentials all year round.

Strong grip, no rip design for all-day hold

Doubles as a stylish bracelet
Durable and waterproof for all occasions
Gentle on hair—prevents breakage, headaches, and creases

Sold in packs of three.",TELETIES,,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-NON-S,8.5048569375,shopify,deny,manual,7.99,,True,True,,,,,'810157407580,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/1aabdecb6dd66ea61c652e86bc361479fb9a08d75bff3f995dcb17ddf9abd91b.png?v=1763138464,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,3.55,active,"type:bracelet, type:tincture, use:entertaining, intent:organize-essentials, intent:sustainable-choice, need:durable, need:waterproof, need:hypoallergenic, price-tier:budget-0-30, attr:chic-wrist-accessory, attr:nice-hair-ties, attr:hair-ties-naughty, attr:naughty-or-nice, attr:small-hair-ties, attr:nice-small-hair, ai-flag:schema-complete"
in-a-snap-wallet-pcm-only-btan-temporary,In A Snap Wallet (PCM ONLY - BTAN -DO NOT ORDER!),"<p> </p>
<p> </p>",Glad & Young Studio,Uncategorized,Wallets,Wallet,False,Title,British Tan (TEMPORARY),,,,,,,,IASW-BTAN,56.69904625,shopify,continue,manual,95.0,,True,True,,,,,'37510379,,,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,13.7,active,"type:wallet, color:british-tan-temporary, use:everyday, price-tier:premium-81-200, attr:young-studio, attr:btan, attr:order, ai-flag:schema-complete"
white-striped-highly-classified-envelope-pcm-only-copy,White Striped Dot Wallet - PCM only! (Copy),,Glad & Young Studio,Office Supplies > General Office Supplies > Paper Products > Envelopes,Wallets,,False,Title,Default Title,,,,,,,,DOT-STRI,0.0,shopify,continue,manual,42.0,,True,True,,,,,'18252523,,,,False,,,958.0,,,,,,,,,,,,,,,,,,,,lb,,,active,"type:wallet, pattern:striped, use:travel, use:work, intent:vacation-pack, price-tier:mid-31-80, attr:supplies, attr:white, attr:envelope, ai-flag:schema-complete"
white-striped-highly-classified-envelope-pcm-only,White Striped Highly Classified Envelope - PCM only!,,Glad & Young Studio,Office Supplies > General Office Supplies > Paper Products > Envelopes,Wallets,,False,Title,Default Title,,,,,,,,HCE-STRI,0.0,shopify,continue,manual,28.0,,True,True,,,,,'17957611,,,,False,,,958.0,,,,,,,,,,,,,,,,,,,,lb,,,active,"type:office-supplies-general-office-supplies-, pattern:striped, use:travel, use:work, intent:vacation-pack, price-tier:budget-0-30, attr:highly-classified-envelope, attr:highly-classified, attr:white, attr:highly, attr:classified, attr:envelope, ai-flag:schema-complete"
shaped-keychains-for-macys-2025-do-not-order-for-pcm-copy,Macy's 2025 earrings - For tracking purposes only,,Glad & Young Studio,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,,,False,Title,Default Title,,,,,,,,EAR-MACYS,0.0,shopify,deny,manual,0.0,,True,True,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,,active,"type:wallet, type:handbag, type:keychain, use:everyday, attr:young-studio, attr:purposes-only-apparel, attr:tracking-purposes, attr:macy, attr:2025, attr:tracking, ai-flag:needs-review"
peter-and-june-heard-it-through-the-grapevine-hoops-green,Peter and June - Heard It Through The Grapevine Hoops - Green," * 18k gold plated hoops over copper 
 * lampwork glass grapes + leaf 
 * water resistant 
 * nickel / lead free 
 * produced in the USA with materials ethically sourced ",Peter and June,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,PJ-GGRAPE,0.0,shopify,deny,manual,35.0,,True,True,,,,,'66920171,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/f2c47f41981ef66ec24c2032ce21928e3411f81bef6d5517090af2602ff6c72b.jpg?v=1761052712,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,15.0,active,"material:glass, material:gold, material:copper, use:work, intent:sustainable-choice, need:waterproof, price-tier:mid-31-80, attr:peter-and-june, feature:lead-free, attr:material, ai-flag:needs-review"
peter-and-june-estrella-hoops-18k-gold-plated-or-stainless-steel,Peter and June - Estrella Hoops - 18K Gold Plated or Stainless Steel," * 18k gold plated over stainless steel 
 * or straight stainless steel 
 * waterproof 
 * nickel / lead free 
 * made with materials ethically sourced ",Peter and June,Uncategorized,,PCM Accessories,False,Color,Gold,,,,,,,,PJ-ESTRA-G,28.349523125,shopify,deny,manual,35.0,,True,True,,,,,'65576683,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/9b5fb55bcd65ec1aa3704970da4a198f82492f782ebbf2b5f9c2277deb82a47e.jpg?v=1761052708,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/9b5fb55bcd65ec1aa3704970da4a198f82492f782ebbf2b5f9c2277deb82a47e.jpg?v=1761052708,oz,,14.0,active,"type:t-shirt, color:gold, material:gold, material:stainless-steel, use:everyday, intent:sustainable-choice, need:waterproof, price-tier:mid-31-80, attr:peter-and-june, attr:estrella-hoops, attr:material, ai-flag:schema-complete"
peter-and-june-amoeba-studs,Peter and June - Amoeba Studs," * 18k gold plated over stainless steel 
 * stainless steel
 * waterproof 
 * nickel / lead free 
 * length 5.5cm or 2” 
 * width at widest 1.25” or 3.5cm 
 * made with materials ethically sourced ",Peter and June,Uncategorized,,PCM Accessories,False,Material,Gold Plated,,,,,,,,PJ-AMOEB,0.0,shopify,deny,manual,35.0,,True,True,,,,,'65543915,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/845bf2e0026c94c17eb2cd7c58728817bf5d9881cf5d60fc87fc86a089c116cc.jpg?v=1761052704,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/4a9aebe44552187a7a20c72445e6179292b0b6857b809bb93081899ff46a1781.jpg?v=1761052709,lb,,14.5,active,"type:t-shirt, material:gold, material:stainless-steel, use:everyday, intent:sustainable-choice, need:waterproof, price-tier:mid-31-80, attr:peter-and-june, attr:amoeba-studs, feature:lead-free, attr:width-at-widest, attr:material, ai-flag:schema-complete"
apply-stickers-bookworm-by-apply-die-cut-sticker-bookish,Apply Stickers - Bookworm by Apply - Die-Cut Sticker (bookish),"So ambitious :)

• 1 die-cut sticker (2 x 2.66 in.), digital print on glitter holographic. Made with &lt;3 in the USA. Great for phones and laptops.

© Apply Stickers, Inc. 2024",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-BWORM,0.01,shopify,deny,manual,5.0,,True,True,,,,,'58466027,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/c8b4a945048be98b1b04985b3460a7ddb433a6f7453c96fd2c9ebddbadc39f5e.png?v=1761052392,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.5,active,"type:phone, type:laptop, type:sticker, pattern:printed, use:work, price-tier:budget-0-30, attr:glitter-holographic, attr:die-cut, attr:apply, ai-flag:schema-complete"
apply-stickers-holo-little-cloud-by-friendswithyou-die-cut-sticker,Apply Stickers - Holo Little Cloud by FriendsWithYou - Die-Cut Sticker,"Holo Little Cloud

 * 1 die-cut sticker (2.5 x 1.8 in.), screen-printed on holographic polyester. Great for phones and laptops. Not dishwasher safe. Made with 🧡 in the USA. 

© 2025 FriendsWithYou


",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-CLOUD,0.28349523125,shopify,deny,manual,5.0,,True,True,,,,,'58367723,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/69898a57142ce9ea082e0eabacc851e46c0371f71905b2791a42cb114057fc7d.png?v=1761052388,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.5,active,"type:phone, type:laptop, type:monitor, material:polyester, pattern:printed, use:work, price-tier:budget-0-30, attr:holo-little-cloud, attr:die-cut, attr:holo, attr:cloud, attr:apply, ai-flag:schema-complete"
apply-stickers-vampire-snoopy-die-cut-sticker-halloween,Apply Stickers - Vampire Snoopy - Die-Cut Sticker (Halloween),"Mwahahah

 * 1 die-cut sticker (2 x 2.83 in.), digital print on premium white vinyl. Dishwasher safe. Made with &lt;3 in the USA. 

© 2025 Peanuts Worldwide LLC
",Apply Stickers,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,AS-VAMP,0.28349523125,shopify,deny,manual,6.0,,True,True,,,,,'58302187,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/ba3fed973aa5bc5614b72da924387243ea1e3c1a6567e672f38d4ced04eb37bc.png?v=1761052384,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,3.0,active,"type:snack, type:sticker, pattern:printed, use:everyday, price-tier:budget-0-30, attr:premium-white-vinyl, attr:vampire-snoopy, attr:white-vinyl, attr:premium-white, attr:die-cut, ai-flag:schema-complete"
